PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
305,-42.5,-37.5,-168.0,-162.0,21.924,1.1803e-06,0.087929,0.1787,0.46343,0.16065,0.0056244,0.10741,645.76,1.5207,0.41415,0.0002312,0.0,0.0,-6.9891e-05,0.0,0.0,-0.77634,3.5295e-05,-0.00010789,0.00058259,0.0,-0.00019699,0.0,-5.9714e-05,0.12305,-0.00044878,0.00019874,0.00042891,-1.325e-05,-1.6888e-05,4.0769e-08,0.54695,0.00053199,-0.00083459,0.00021794,0.0,0.0,0.089493,-0.00021698,0.00021839,8.4306e-06,2.1405e-06,-0.015026,2.8113e-06,7.5913e-05,2.8332e-05,0.018053,9.8336e-06,8.4864e-05,8697.6,0.0,0.0,0.012051,-0.0019475,0.0068164
306,-42.5,-37.5,-162.0,-156.0,21.973,1.26e-06,0.09384,0.19493,0.46815,0.13778,0.0052938,0.096975,541.16,1.0331,0.28104,0.000192,0.0,0.0,-5.7921e-05,0.0,0.0,-0.64631,2.2967e-05,-9.0786e-05,0.00048188,0.0,-0.00016137,0.0,-4.7958e-05,0.10379,-0.00037616,0.00015528,0.00035696,-1.2392e-05,-1.323e-05,7.5037e-07,0.4524,0.00043804,-0.0006905,0.00017957,0.0,0.0,0.074333,-0.00017324,0.00019043,6.1779e-06,1.4711e-06,-0.011683,3.3903e-06,5.9116e-05,2.132e-05,0.013865,1.0806e-05,6.8486e-05,7244.3,0.0,0.0,0.009917,-0.0015656,0.0056968
307,-42.5,-37.5,-156.0,-150.0,21.954,1.2929e-06,0.099343,0.19233,0.49177,0.13494,0.0051384,0.080073,435.36,0.75353,0.20471,0.00020005,0.0,0.0,-6.0142e-05,0.0,0.0,-0.67444,2.1753e-05,-9.4358e-05,0.00050267,0.0,-0.00016802,0.0,-4.9138e-05,0.10976,-0.00039534,0.00015667,0.00037345,-1.3766e-05,-1.3547e-05,1.5378e-06,0.47156,0.00045656,-0.00071699,0.00018751,0.0,0.0,0.076547,-0.00017915,0.00020263,6.1288e-06,1.4083e-06,-0.011986,3.9416e-06,6.009e-05,2.0778e-05,0.01374,1.2933e-05,6.8835e-05,7568.8,0.0,0.0,0.010355,-0.001616,0.005953
308,-42.5,-37.5,-150.0,-144.0,21.919,1.3439e-06,0.066666,0.20305,0.47355,0.15731,0.0053089,0.075112,698.41,0.77494,0.21056,0.00017978,0.0,0.0,-5.3662e-05,0.0,0.0,-0.61094,1.7128e-05,-8.3452e-05,0.00044886,0.0,-0.00014836,0.0,-4.2986e-05,0.10072,-0.00035931,0.00013423,0.00033459,-1.2427e-05,-1.1578e-05,1.5651e-06,0.42382,0.00041038,-0.00063477,0.00016586,0.0,0.0,0.069534,-0.00015721,0.00018313,5.0379e-06,1.1256e-06,-0.010274,3.9577e-06,5.1034e-05,1.7558e-05,0.011779,1.2684e-05,6.0951e-05,6880.1,0.0,0.0,0.0093018,-0.0014338,0.0053275
309,-42.5,-37.5,-144.0,-138.0,21.764,1.4238e-06,0.074045,0.2219,0.46741,0.1483,0.0062349,0.066588,509.6,1.0328,0.28094,0.00019453,0.0,0.0,-5.7209e-05,0.0,0.0,-0.65498,1.5505e-05,-8.9198e-05,0.00048325,0.0,-0.00015658,0.0,-4.5167e-05,0.10997,-0.00039658,0.00013519,0.00036147,-1.3809e-05,-1.1701e-05,2.6271e-06,0.44988,0.0004436,-0.00066894,0.00017535,0.0,0.0,0.07449,-0.00016306,0.00019973,4.7718e-06,9.7366e-07,-0.010308,4.754e-06,5.0512e-05,1.7157e-05,0.011481,1.6144e-05,6.2658e-05,7314.9,0.0,0.0,0.010066,-0.0015238,0.0056976
310,-42.5,-37.5,-138.0,-132.0,21.674,1.5852e-06,0.063468,0.23703,0.44463,0.17315,0.0052465,0.050061,263.88,0.58906,0.15981,0.00018645,0.0,0.0,-5.3117e-05,0.0,0.0,-0.62877,7.7111e-06,-8.4029e-05,0.00045921,0.0,-0.00014421,0.0,-4.0638e-05,0.11176,-0.00039297,0.00010841,0.00034637,-1.4571e-05,-9.9976e-06,3.8592e-06,0.42395,0.00042688,-0.00061542,0.00016297,0.0,0.0,0.069286,-0.00014755,0.00019643,3.6653e-06,5.9901e-07,-0.0088111,5.433e-06,4.2016e-05,1.3576e-05,0.0090838,1.8869e-05,5.5005e-05,7001.9,0.0,0.0,0.0096889,-0.0013982,0.0054366
311,-42.5,-37.5,-132.0,-126.0,21.674,1.6445e-06,0.039417,0.27096,0.45981,0.16748,0.0023267,0.035796,252.98,0.46409,0.1257,0.00018856,0.0,0.0,-5.296e-05,0.0,0.0,-0.63667,5.472e-06,-8.6407e-05,0.0004655,0.0,-0.00014349,0.0,-4.0633e-05,0.11497,-0.00040707,0.00010424,0.00035281,-1.5535e-05,-9.8356e-06,4.5797e-06,0.42815,0.0004358,-0.00061802,0.00016269,0.0,0.0,0.069119,-0.00014592,0.00020179,3.4384e-06,5.1716e-07,-0.0086552,5.7479e-06,4.0828e-05,1.2843e-05,0.0084506,2.0835e-05,5.4097e-05,7101.2,0.0,0.0,0.0098803,-0.0014028,0.0055414
312,-42.5,-37.5,-126.0,-120.0,21.715,1.6503e-06,0.054202,0.26376,0.43962,0.17116,0.0012731,0.043515,50.996,0.17936,0.047966,0.00019517,0.0,0.0,-5.5266e-05,0.0,0.0,-0.65961,4.4299e-06,-9.1393e-05,0.00048392,0.0,-0.00015028,0.0,-4.2134e-05,0.11894,-0.00041753,0.00010622,0.00036569,-1.6352e-05,-1.0168e-05,4.4977e-06,0.44356,0.00044812,-0.00064581,0.00017031,0.0,0.0,0.07134,-0.00015045,0.00021327,3.5645e-06,5.2964e-07,-0.008914,6.0261e-06,4.2542e-05,1.3443e-05,0.0087957,2.1034e-05,5.7091e-05,7353.7,0.0,0.0,0.010145,-0.0014342,0.0057774
313,-42.5,-37.5,-120.0,-114.0,21.729,1.6644e-06,0.068463,0.28407,0.43294,0.15629,0.0,0.041912,129.28,0.13887,0.036913,0.00018798,0.0,0.0,-5.2759e-05,0.0,0.0,-0.63696,3.5289e-06,-8.5537e-05,0.00046508,0.0,-0.00014322,0.0,-4.0275e-05,0.11541,-0.0004053,0.00010219,0.00035251,-1.5627e-05,-9.7039e-06,4.6553e-06,0.42785,0.00043258,-0.00061943,0.00016267,0.0,0.0,0.068664,-0.00014331,0.00020379,3.3461e-06,4.6483e-07,-0.0085456,5.9089e-06,4.0347e-05,1.2702e-05,0.0083963,2.0822e-05,5.3701e-05,7115.4,0.0,0.0,0.0097748,-0.0013763,0.0055533
314,-42.5,-37.5,-114.0,-108.0,21.829,1.645e-06,0.054346,0.25041,0.44476,0.17258,0.0044765,0.041048,177.38,0.2995,0.080763,0.00018051,0.0,0.0,-5.1134e-05,0.0,0.0,-0.61152,4.1405e-06,-8.5434e-05,0.0004462,0.0,-0.00013924,0.0,-3.8994e-05,0.1102,-0.00038597,9.8875e-05,0.0003376,-1.5323e-05,-9.502e-06,4.1749e-06,0.41187,0.00041584,-0.00059812,0.00015831,0.0,0.0,0.066201,-0.00014151,0.00019744,3.3805e-06,5.0851e-07,-0.0083962,5.7048e-06,3.9919e-05,1.2466e-05,0.0082736,1.9532e-05,5.2781e-05,6876.8,0.0,0.0,0.0094853,-0.0013432,0.0053718
315,-42.5,-37.5,-108.0,-102.0,21.817,1.6367e-06,0.043643,0.2359,0.43899,0.19471,0.0067106,0.051849,209.95,0.39794,0.10764,0.00016704,0.0,0.0,-4.7488e-05,0.0,0.0,-0.56578,4.4245e-06,-7.8435e-05,0.0004127,0.0,-0.00012874,0.0,-3.6226e-05,0.1012,-0.00035594,9.3581e-05,0.00031258,-1.4075e-05,-8.8419e-06,3.6339e-06,0.38162,0.00038437,-0.00055633,0.00014628,0.0,0.0,0.061704,-0.00013104,0.00018182,3.1588e-06,4.8959e-07,-0.0078241,5.1626e-06,3.7167e-05,1.1784e-05,0.0077592,1.7638e-05,4.9551e-05,6345.7,0.0,0.0,0.0087615,-0.0012448,0.004962
316,-42.5,-37.5,-102.0,-96.0,21.797,1.6191e-06,0.041252,0.27709,0.46684,0.15826,0.0038636,0.043075,220.61,0.17545,0.046897,0.0001715,0.0,0.0,-4.8951e-05,0.0,0.0,-0.58271,5.0362e-06,-8.1037e-05,0.00042556,0.0,-0.00013325,0.0,-3.7382e-05,0.10384,-0.0003661,9.6934e-05,0.0003218,-1.4543e-05,-9.192e-06,3.8119e-06,0.39338,0.00039466,-0.00057349,0.0001512,0.0,0.0,0.063851,-0.00013417,0.0001878,3.308e-06,5.1912e-07,-0.0080929,5.2482e-06,3.8721e-05,1.2148e-05,0.0081071,1.8171e-05,5.0638e-05,6520.1,0.0,0.0,0.0089275,-0.0012735,0.0050986
317,-42.5,-37.5,-96.0,-90.0,21.83,1.6055e-06,0.047581,0.25281,0.47683,0.16014,0.0017495,0.052445,224.53,0.003663,0.0,0.00016001,0.0,0.0,-4.593e-05,0.0,0.0,-0.54227,4e-06,-7.6366e-05,0.00039675,0.0,-0.00012489,0.0,-3.5125e-05,0.095898,-0.00033525,9.1353e-05,0.00030004,-1.3516e-05,-8.6223e-06,3.2563e-06,0.36646,0.00036396,-0.00053646,0.00014168,0.0,0.0,0.059659,-0.00012557,0.00017484,3.1226e-06,4.9776e-07,-0.0075679,4.9085e-06,3.6392e-05,1.1728e-05,0.0078482,1.6277e-05,4.8313e-05,6066.2,0.0,0.0,0.0082243,-0.0011714,0.0047556
318,-42.5,-37.5,-90.0,-84.0,21.704,1.6154e-06,0.026238,0.29202,0.43589,0.15837,0.0065583,0.049009,117.55,0.089208,0.023354,0.00016559,0.0,0.0,-4.7376e-05,0.0,0.0,-0.55632,5.78e-06,-8.0169e-05,0.0004139,0.0,-0.00012925,0.0,-3.6346e-05,0.098485,-0.00035547,9.6837e-05,0.00031279,-1.4089e-05,-8.925e-06,3.4885e-06,0.37717,0.00038257,-0.00055792,0.00014636,0.0,0.0,0.060418,-0.00012975,0.00018177,3.2103e-06,5.0496e-07,-0.0078508,5.0681e-06,3.7475e-05,1.196e-05,0.0077351,1.7411e-05,4.9742e-05,6215.2,0.0,0.0,0.0086292,-0.0012324,0.0049096
319,-42.5,-37.5,-84.0,-78.0,21.663,1.6267e-06,0.039403,0.27804,0.47542,0.13431,0.0038483,0.046469,82.781,0.18392,0.049209,0.00016453,0.0,0.0,-4.686e-05,0.0,0.0,-0.55268,4.7386e-06,-7.9534e-05,0.00040865,0.0,-0.00012709,0.0,-3.5935e-05,0.098894,-0.0003521,8.9384e-05,0.00030919,-1.4023e-05,-8.7394e-06,3.6972e-06,0.37245,0.00037772,-0.00054317,0.00014399,0.0,0.0,0.060109,-0.00012685,0.00018014,3.1155e-06,4.7808e-07,-0.0076173,4.9962e-06,3.6476e-05,1.1665e-05,0.0075735,1.7638e-05,4.8676e-05,6160.1,0.0,0.0,0.0085164,-0.0012088,0.0048522
320,-42.5,-37.5,-78.0,-72.0,21.684,1.5867e-06,0.056864,0.25679,0.45772,0.15116,0.0037614,0.05195,133.33,0.14483,0.038537,0.00018288,0.0,0.0,-5.23e-05,0.0,0.0,-0.61415,6.2295e-06,-8.6371e-05,0.00045418,0.0,-0.00014283,0.0,-4.0428e-05,0.10916,-0.00038503,0.00010462,0.00034224,-1.5003e-05,-9.9593e-06,3.8541e-06,0.41526,0.000417,-0.00060872,0.00016152,0.0,0.0,0.067088,-0.00014405,0.00019701,3.6403e-06,5.8217e-07,-0.0087369,5.5543e-06,4.184e-05,1.3532e-05,0.008855,1.8779e-05,5.4791e-05,6845.8,0.0,0.0,0.009429,-0.001349,0.0053756
321,-42.5,-37.5,-72.0,-66.0,21.748,1.507e-06,0.056128,0.25662,0.45067,0.1608,0.0064847,0.055886,107.61,0.39718,0.10743,0.00017315,0.0,0.0,-5.0111e-05,0.0,0.0,-0.58157,9.3125e-06,-8.3199e-05,0.00043445,0.0,-0.00013901,0.0,-3.946e-05,0.10079,-0.00035961,0.00011203,0.00032559,-1.3652e-05,-9.9653e-06,3.0849e-06,0.39777,0.000396,-0.00059134,0.00015632,0.0,0.0,0.063577,-0.00014185,0.00018444,3.8551e-06,6.9327e-07,-0.0087618,4.9238e-06,4.2513e-05,1.3958e-05,0.0091055,1.6266e-05,5.3948e-05,6488.5,0.0,0.0,0.0089505,-0.0013122,0.0051235
322,-42.5,-37.5,-66.0,-60.0,21.933,1.405e-06,0.055461,0.24765,0.45995,0.16277,0.0050375,0.064642,183.21,0.41849,0.11325,0.00017357,0.0,0.0,-5.163e-05,0.0,0.0,-0.58509,1.4633e-05,-8.6236e-05,0.000441,0.0,-0.00014431,0.0,-4.146e-05,0.097399,-0.00035665,0.00012758,0.00032764,-1.2575e-05,-1.081e-05,2.2431e-06,0.40492,0.00040032,-0.00061309,0.000161,0.0,0.0,0.065709,-0.00014956,0.00018248,4.4938e-06,9.4652e-07,-0.0094767,4.2638e-06,4.7269e-05,1.5942e-05,0.010526,1.4109e-05,5.7664e-05,6557.7,0.0,0.0,0.0090518,-0.0013686,0.0052087
323,-42.5,-37.5,-60.0,-54.0,21.962,1.3285e-06,0.057685,0.27293,0.4447,0.15705,0.0049708,0.064455,245.42,0.67079,0.18213,0.00017947,0.0,0.0,-5.3799e-05,0.0,0.0,-0.60171,1.9117e-05,-8.9658e-05,0.0004585,0.0,-0.00015156,0.0,-4.396e-05,0.098242,-0.00036368,0.00014456,0.00033891,-1.2114e-05,-1.1871e-05,1.9524e-06,0.42012,0.00041458,-0.00064239,0.00016858,0.0,0.0,0.067794,-0.0001598,0.00018309,5.2326e-06,1.1744e-06,-0.010423,3.8515e-06,5.2418e-05,1.784e-05,0.011822,1.2914e-05,6.051e-05,6751.3,0.0,0.0,0.0093528,-0.001444,0.0053771
324,-42.5,-37.5,-54.0,-48.0,21.937,1.3131e-06,0.066478,0.24906,0.44476,0.1534,0.0088392,0.065284,393.94,1.0012,0.27233,0.00018579,0.0,0.0,-5.5665e-05,0.0,0.0,-0.62698,2.032e-05,-8.7696e-05,0.00046831,0.0,-0.0001551,0.0,-4.5326e-05,0.10246,-0.00037419,0.00014602,0.00034677,-1.24e-05,-1.2275e-05,1.7963e-06,0.43632,0.00042741,-0.00066123,0.0001728,0.0,0.0,0.07187,-0.00016456,0.00018756,5.4908e-06,1.2614e-06,-0.01086,3.7656e-06,5.4323e-05,1.8615e-05,0.012499,1.3048e-05,6.2919e-05,7012.9,0.0,0.0,0.0096946,-0.0015068,0.0055164
325,-42.5,-37.5,-48.0,-42.0,21.865,1.2978e-06,0.083966,0.24465,0.4127,0.17443,0.007302,0.074357,421.0,1.0683,0.29064,0.00018574,0.0,0.0,-5.5525e-05,0.0,0.0,-0.62396,2.1268e-05,-8.6261e-05,0.00046859,0.0,-0.00015546,0.0,-4.5468e-05,0.10169,-0.00037071,0.00014967,0.00034578,-1.168e-05,-1.233e-05,1.7106e-06,0.43431,0.00042583,-0.00065951,0.0001728,0.0,0.0,0.071282,-0.00016558,0.00018363,5.5653e-06,1.2801e-06,-0.010875,3.6593e-06,5.4536e-05,1.8976e-05,0.012713,1.233e-05,6.2694e-05,6960.3,0.0,0.0,0.0096252,-0.0015047,0.0054632
326,-42.5,-37.5,-42.0,-36.0,21.739,1.3069e-06,0.081296,0.24585,0.42216,0.18198,0.0088642,0.068852,397.39,1.1954,0.32533,0.00019446,0.0,0.0,-5.8039e-05,0.0,0.0,-0.64943,2.1843e-05,-8.9659e-05,0.00048854,0.0,-0.00016142,0.0,-4.7176e-05,0.10539,-0.0003877,0.00015368,0.00036171,-1.2354e-05,-1.2769e-05,1.856e-06,0.45211,0.00044422,-0.00068465,0.00017941,0.0,0.0,0.074209,-0.00017176,0.00019154,5.7062e-06,1.3187e-06,-0.011179,3.8354e-06,5.617e-05,1.9386e-05,0.012863,1.3313e-05,6.5184e-05,7207.5,0.0,0.0,0.010026,-0.0015638,0.0056677
327,-42.5,-37.5,-36.0,-30.0,21.702,1.3522e-06,0.088819,0.27478,0.44171,0.14874,0.0059112,0.05562,608.85,1.1088,0.30171,0.0001988,0.0,0.0,-5.8986e-05,0.0,0.0,-0.66675,1.8809e-05,-9.0233e-05,0.00049483,0.0,-0.00016237,0.0,-4.6763e-05,0.10985,-0.00039894,0.00014883,0.00036775,-1.3207e-05,-1.2507e-05,2.4057e-06,0.46053,0.00045171,-0.00068954,0.00018118,0.0,0.0,0.076417,-0.00017096,0.00019874,5.3771e-06,1.1942e-06,-0.010941,4.4637e-06,5.4636e-05,1.8359e-05,0.012551,1.5084e-05,6.4136e-05,7426.7,0.0,0.0,0.010228,-0.0015715,0.0057705
328,-42.5,-37.5,-30.0,-24.0,21.81,1.2899e-06,0.076741,0.27969,0.43313,0.16349,0.0042043,0.052694,701.34,1.4229,0.38745,0.00019573,0.0,0.0,-5.8502e-05,0.0,0.0,-0.66041,2.3403e-05,-8.8272e-05,0.00049279,0.0,-0.0001627,0.0,-4.7646e-05,0.10733,-0.00039315,0.0001585,0.00036369,-1.1711e-05,-1.2945e-05,2.1689e-06,0.45923,0.00044944,-0.00068851,0.00018022,0.0,0.0,0.076169,-0.00017344,0.00018993,5.8271e-06,1.3842e-06,-0.011391,3.6126e-06,5.7135e-05,1.949e-05,0.013342,1.3637e-05,6.4489e-05,7380.5,0.0,0.0,0.010169,-0.0015933,0.0057201
329,-42.5,-37.5,-24.0,-18.0,21.653,1.3585e-06,0.089019,0.23149,0.42964,0.17367,0.0081107,0.061864,518.14,1.2667,0.3448,0.00020793,0.0,0.0,-6.1288e-05,0.0,0.0,-0.69736,1.9719e-05,-9.1414e-05,0.00051567,0.0,-0.00016872,0.0,-4.8735e-05,0.11555,-0.00041644,0.00015445,0.00038335,-1.3527e-05,-1.296e-05,2.6775e-06,0.4811,0.0004719,-0.00071565,0.0001883,0.0,0.0,0.079595,-0.0001784,0.00020513,5.5534e-06,1.2046e-06,-0.011416,4.6276e-06,5.638e-05,1.9046e-05,0.01296,1.589e-05,6.6264e-05,7731.3,0.0,0.0,0.010674,-0.0016433,0.0059955
330,-42.5,-37.5,-18.0,-12.0,21.541,1.4281e-06,0.066541,0.22874,0.43437,0.19585,0.007956,0.054671,497.05,1.0279,0.27961,0.00020699,0.0,0.0,-6.0546e-05,0.0,0.0,-0.69252,1.6597e-05,-9.0851e-05,0.0005131,0.0,-0.00016573,0.0,-4.7316e-05,0.11775,-0.00042083,0.00014173,0.00038246,-1.4203e-05,-1.2243e-05,3.4754e-06,0.47427,0.00046916,-0.00069847,0.00018525,0.0,0.0,0.077843,-0.00017204,0.00020781,4.9566e-06,1.0157e-06,-0.010708,4.9585e-06,5.2554e-05,1.7272e-05,0.011617,1.786e-05,6.3309e-05,7664.3,0.0,0.0,0.010584,-0.0015943,0.0059337
331,-42.5,-37.5,-12.0,-6.0,21.552,1.4874e-06,0.074983,0.2984,0.3905,0.16764,0.0067159,0.041227,386.33,0.67527,0.18335,0.00019719,0.0,0.0,-5.7309e-05,0.0,0.0,-0.66103,1.302e-05,-8.7093e-05,0.00048917,0.0,-0.00015595,0.0,-4.4384e-05,0.11432,-0.00040893,0.00012736,0.00036483,-1.4322e-05,-1.1211e-05,3.8359e-06,0.45013,0.00044821,-0.00066259,0.0001748,0.0,0.0,0.073484,-0.00015909,0.00020387,4.3497e-06,8.3102e-07,-0.009817,5.1283e-06,4.7852e-05,1.5448e-05,0.010429,1.87e-05,5.9114e-05,7340.8,0.0,0.0,0.010121,-0.0014988,0.0056756
332,-42.5,-37.5,-6.0,0.0,21.448,1.5023e-06,0.065311,0.28111,0.43836,0.14557,0.0064025,0.0478,378.73,0.70816,0.19233,0.0001943,0.0,0.0,-5.5837e-05,0.0,0.0,-0.64884,1.153e-05,-8.4284e-05,0.00047993,0.0,-0.00015188,0.0,-4.3185e-05,0.11306,-0.0004028,0.00012061,0.00035986,-1.4054e-05,-1.0844e-05,3.8493e-06,0.44035,0.00044023,-0.00064164,0.00017042,0.0,0.0,0.072186,-0.0001541,0.00019823,4.1679e-06,7.5951e-07,-0.0095308,5.1921e-06,4.5779e-05,1.4968e-05,0.010011,1.8515e-05,5.7386e-05,7155.8,0.0,0.0,0.0098614,-0.0014545,0.005545
333,-42.5,-37.5,0.0,6.0,21.602,1.4613e-06,0.07154,0.21446,0.45441,0.18258,0.0058947,0.054916,406.11,0.75596,0.20538,0.00018304,0.0,0.0,-5.3486e-05,0.0,0.0,-0.61553,1.236e-05,-8.1969e-05,0.00045216,0.0,-0.00014566,0.0,-4.1422e-05,0.10475,-0.00037209,0.00012187,0.00033835,-1.3325e-05,-1.0627e-05,3.1131e-06,0.41989,0.00041378,-0.00061873,0.00016353,0.0,0.0,0.069537,-0.00015056,0.00018768,4.2027e-06,8.1937e-07,-0.0092493,4.6093e-06,4.5517e-05,1.4909e-05,0.010227,1.615e-05,5.5958e-05,6820.4,0.0,0.0,0.009365,-0.001398,0.0052891
334,-42.5,-37.5,6.0,12.0,21.71,1.3749e-06,0.084373,0.23802,0.4482,0.14306,0.0037006,0.0651,370.85,0.7578,0.20588,0.00020315,0.0,0.0,-5.9918e-05,0.0,0.0,-0.68185,1.7624e-05,-9.3226e-05,0.00050755,0.0,-0.00016599,0.0,-4.7977e-05,0.11234,-0.00040697,0.00014988,0.00037755,-1.3489e-05,-1.2622e-05,2.4273e-06,0.4704,0.00045963,-0.00070327,0.00018486,0.0,0.0,0.077985,-0.00017253,0.00020313,5.3141e-06,1.1398e-06,-0.01101,4.7436e-06,5.4812e-05,1.8807e-05,0.012665,1.5573e-05,6.6167e-05,7569.5,0.0,0.0,0.010365,-0.0015815,0.0059133
335,-42.5,-37.5,12.0,18.0,21.754,1.3505e-06,0.092888,0.24128,0.4311,0.16913,0.0030644,0.051562,534.75,1.0539,0.28672,0.00022712,0.0,0.0,-6.7097e-05,0.0,0.0,-0.76356,2.1544e-05,-0.00010227,0.00056677,0.0,-0.00018585,0.0,-5.3533e-05,0.12632,-0.00045538,0.00017318,0.00042143,-1.4842e-05,-1.4349e-05,2.8377e-06,0.5285,0.00051697,-0.00079013,0.00020741,0.0,0.0,0.086401,-0.0001971,0.00022531,6.141e-06,1.3605e-06,-0.012593,5.1357e-06,6.2612e-05,2.1008e-05,0.014331,1.7237e-05,7.3155e-05,8541.6,0.0,0.0,0.01174,-0.0018021,0.0066252
336,-42.5,-37.5,18.0,24.0,21.711,1.3739e-06,0.074474,0.23205,0.44401,0.15629,0.0099078,0.060404,426.7,1.1338,0.30853,0.00019038,0.0,0.0,-5.6016e-05,0.0,0.0,-0.63865,1.7428e-05,-8.6916e-05,0.00047396,0.0,-0.00015481,0.0,-4.4633e-05,0.10642,-0.00038281,0.00014006,0.00035318,-1.2916e-05,-1.1814e-05,2.2833e-06,0.4406,0.00043308,-0.00065807,0.00017286,0.0,0.0,0.072385,-0.00016314,0.000191,5.0142e-06,1.0827e-06,-0.010402,4.3479e-06,5.1299e-05,1.7388e-05,0.011647,1.4631e-05,6.1707e-05,7108.1,0.0,0.0,0.0098256,-0.001506,0.0055474
337,-42.5,-37.5,24.0,30.0,21.628,1.3977e-06,0.081718,0.23875,0.44024,0.17582,0.0054932,0.056856,385.66,0.82541,0.22434,0.000178,0.0,0.0,-5.1892e-05,0.0,0.0,-0.59565,1.3847e-05,-7.9594e-05,0.00044355,0.0,-0.00014396,0.0,-4.1182e-05,0.099894,-0.00035814,0.00012958,0.00033082,-1.1927e-05,-1.0821e-05,2.5831e-06,0.41052,0.00040283,-0.00061032,0.00016076,0.0,0.0,0.066687,-0.00015016,0.00017704,4.4878e-06,9.3277e-07,-0.0094951,4.3811e-06,4.6721e-05,1.5594e-05,0.010444,1.4452e-05,5.5854e-05,6604.1,0.0,0.0,0.0090718,-0.0013732,0.0051539
338,-42.5,-37.5,30.0,36.0,21.649,1.4309e-06,0.054488,0.27483,0.43066,0.18405,0.003573,0.052769,406.31,0.90576,0.24627,0.00019371,0.0,0.0,-5.6657e-05,0.0,0.0,-0.64949,1.4849e-05,-9.034e-05,0.00048602,0.0,-0.00015692,0.0,-4.4768e-05,0.11028,-0.00039666,0.00013633,0.00036127,-1.3295e-05,-1.1551e-05,3.1371e-06,0.44503,0.00044212,-0.0006595,0.00017504,0.0,0.0,0.072763,-0.00016236,0.00019656,4.668e-06,9.4505e-07,-0.010041,4.8651e-06,4.9669e-05,1.6484e-05,0.011032,1.6675e-05,6.0433e-05,7220.9,0.0,0.0,0.009966,-0.0014965,0.0056412
339,-42.5,-37.5,36.0,42.0,21.623,1.5009e-06,0.053518,0.28498,0.46646,0.14744,0.0032629,0.046204,254.32,0.78772,0.21405,0.0001887,0.0,0.0,-5.4542e-05,0.0,0.0,-0.63167,1.2423e-05,-8.9465e-05,0.0004714,0.0,-0.00015007,0.0,-4.2423e-05,0.1097,-0.00039692,0.00012166,0.00035352,-1.4041e-05,-1.0778e-05,3.4664e-06,0.4299,0.00043451,-0.00063459,0.00016829,0.0,0.0,0.070113,-0.00015392,0.00019695,4.1461e-06,7.655e-07,-0.0093828,5.1909e-06,4.5747e-05,1.4875e-05,0.0099453,1.7909e-05,5.7539e-05,7025.2,0.0,0.0,0.0098418,-0.0014501,0.0055151
340,-42.5,-37.5,42.0,48.0,21.633,1.5394e-06,0.079746,0.25492,0.46025,0.1549,0.00056875,0.045399,195.77,0.58908,0.15982,0.00019936,0.0,0.0,-5.7143e-05,0.0,0.0,-0.66906,9.7799e-06,-9.1293e-05,0.00049448,0.0,-0.00015616,0.0,-4.4033e-05,0.11669,-0.00041632,0.00012618,0.00037206,-1.5069e-05,-1.1041e-05,4.0874e-06,0.45413,0.00045514,-0.00066631,0.00017586,0.0,0.0,0.073953,-0.00015997,0.0002079,4.1211e-06,7.1957e-07,-0.0096229,5.71e-06,4.6632e-05,1.4967e-05,0.010081,1.9481e-05,5.8852e-05,7431.1,0.0,0.0,0.010292,-0.0015022,0.0058141
341,-42.5,-37.5,48.0,54.0,21.608,1.5449e-06,0.086813,0.32208,0.415,0.13555,0.00018587,0.043195,172.6,0.57012,0.15464,0.00019957,0.0,0.0,-5.7239e-05,0.0,0.0,-0.66946,9.9062e-06,-9.1733e-05,0.00049625,0.0,-0.00015635,0.0,-4.4169e-05,0.11684,-0.00042233,0.00012359,0.00037297,-1.5255e-05,-1.1011e-05,3.9593e-06,0.45425,0.00045854,-0.00066887,0.00017581,0.0,0.0,0.073708,-0.00015832,0.00021059,4.0811e-06,7.092e-07,-0.0095676,5.6775e-06,4.6513e-05,1.5062e-05,0.010034,1.9828e-05,5.9826e-05,7432.9,0.0,0.0,0.010352,-0.001508,0.0058204
