PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
1589,47.5,52.5,135.0,142.5,21.75,1.5683e-06,0.049218,0.26438,0.42788,0.16389,0.004646,0.052092,415.31,0.65061,0.17662,0.00018329,0.0,0.0,-5.1044e-05,0.0,0.0,-0.62342,-1.6793e-06,-6.4985e-05,0.0004352,0.0,-0.00013508,0.0,-3.798e-05,0.10926,-0.00035769,0.00010998,0.0003259,-8.9019e-06,-9.2055e-06,4.3918e-06,0.41834,0.00039248,-0.00057173,0.00015081,0.0,0.0,0.072361,-0.00012956,0.0001697,3.3507e-06,5.6173e-07,-0.0084368,5.042e-06,3.9013e-05,1.2429e-05,0.0097164,1.7693e-05,5.0087e-05,6926.5,0.0,0.0,0.0088055,-0.0012847,0.0052215
1590,47.5,52.5,142.5,150.0,21.714,1.5736e-06,0.052524,0.26724,0.46968,0.1485,0.0030059,0.045025,348.69,0.65628,0.17817,0.00017654,0.0,0.0,-4.9215e-05,0.0,0.0,-0.5989,-1.7301e-06,-6.3568e-05,0.00041727,0.0,-0.00012897,0.0,-3.6334e-05,0.10499,-0.00034655,0.00010256,0.00031412,-9.0805e-06,-8.8475e-06,4.404e-06,0.4014,0.00037848,-0.00054582,0.00014459,0.0,0.0,0.069773,-0.00012372,0.00016432,3.1935e-06,5.3298e-07,-0.0080578,4.8313e-06,3.7305e-05,1.1721e-05,0.0092364,1.7467e-05,4.7519e-05,6635.0,0.0,0.0,0.008481,-0.0012339,0.0050194
1591,47.5,52.5,150.0,157.5,21.698,1.5946e-06,0.050436,0.26138,0.43904,0.17635,0.0043561,0.048466,331.2,0.39623,0.10717,0.0001909,0.0,0.0,-5.3108e-05,0.0,0.0,-0.64717,-2.7205e-06,-6.8776e-05,0.00045244,0.0,-0.00013978,0.0,-3.9319e-05,0.11489,-0.00037475,0.00010778,0.00033972,-1.0019e-05,-9.4824e-06,4.7215e-06,0.43325,0.00040851,-0.00059148,0.00015657,0.0,0.0,0.074245,-0.00013354,0.0001797,3.3902e-06,5.5267e-07,-0.0086325,5.3618e-06,3.9977e-05,1.2586e-05,0.0096461,1.9101e-05,5.1942e-05,7186.0,0.0,0.0,0.0091459,-0.0013194,0.0054289
1592,47.5,52.5,157.5,165.0,21.73,1.6337e-06,0.041748,0.27286,0.43855,0.17629,0.0014901,0.045694,358.88,0.43247,0.11706,0.00018142,0.0,0.0,-5.017e-05,0.0,0.0,-0.61836,-3.7793e-06,-6.4475e-05,0.00042799,0.0,-0.00013106,0.0,-3.6669e-05,0.11067,-0.00036001,9.9201e-05,0.0003228,-9.8828e-06,-8.7705e-06,4.6994e-06,0.41237,0.00039,-0.00055857,0.00014753,0.0,0.0,0.071022,-0.00012507,0.00017216,3.0465e-06,4.5821e-07,-0.0080478,5.2072e-06,3.6747e-05,1.1438e-05,0.0088823,1.8644e-05,4.8189e-05,6875.6,0.0,0.0,0.0087603,-0.0012541,0.0051769
1593,47.5,52.5,165.0,172.5,21.732,1.6223e-06,0.06891,0.2989,0.40152,0.16119,0.0017269,0.038505,229.44,0.6516,0.17689,0.00018598,0.0,0.0,-5.1305e-05,0.0,0.0,-0.6325,-3.1965e-06,-6.4733e-05,0.00043848,0.0,-0.00013424,0.0,-3.7518e-05,0.11413,-0.00037126,0.00010134,0.00032945,-9.4651e-06,-8.9707e-06,4.8904e-06,0.42043,0.000401,-0.00056865,0.00015075,0.0,0.0,0.072818,-0.00012824,0.00017431,3.1466e-06,4.8441e-07,-0.0082177,5.3552e-06,3.7694e-05,1.1704e-05,0.0091776,1.9289e-05,4.9105e-05,7016.5,0.0,0.0,0.0090469,-0.0012958,0.0052862
1594,47.5,52.5,172.5,180.0,21.582,1.6746e-06,0.022113,0.32252,0.42435,0.16243,0.0029532,0.04227,455.46,0.50798,0.13768,0.00017754,0.0,0.0,-4.8349e-05,0.0,0.0,-0.60301,-5.0212e-06,-6.2175e-05,0.00041804,0.0,-0.00012608,0.0,-3.5471e-05,0.11038,-0.00035548,8.9828e-05,0.0003152,-9.7319e-06,-8.2885e-06,4.9637e-06,0.399,0.00038038,-0.00053456,0.00014206,0.0,0.0,0.068766,-0.0001188,0.00016803,2.8136e-06,3.8158e-07,-0.0076662,5.3114e-06,3.4218e-05,1.0698e-05,0.0081128,1.9079e-05,4.5943e-05,6700.7,0.0,0.0,0.0085402,-0.0012035,0.0050155
1595,52.5,57.5,-180.0,-172.0,21.747,1.6395e-06,0.046329,0.25805,0.44871,0.15391,0.0035423,0.046328,197.49,0.67425,0.18307,0.00016955,0.0,0.0,-4.652e-05,0.0,0.0,-0.57256,-1.5704e-06,-6.2997e-05,0.00039983,0.0,-0.00012206,0.0,-3.4022e-05,0.10288,-0.00033888,9.6476e-05,0.00030247,-9.325e-06,-8.2296e-06,4.3298e-06,0.38319,0.00036783,-0.00052101,0.00013749,0.0,0.0,0.064662,-0.00011923,0.00015964,2.8487e-06,4.2095e-07,-0.0075822,4.8627e-06,3.4337e-05,1.0632e-05,0.0080735,1.7229e-05,4.4652e-05,6376.9,0.0,0.0,0.008342,-0.0012037,0.0048639
1596,52.5,57.5,-172.0,-164.0,21.691,1.6513e-06,0.045278,0.25631,0.46733,0.14951,0.0013351,0.045623,189.61,0.49917,0.13527,0.00018714,0.0,0.0,-5.1547e-05,0.0,0.0,-0.63138,-2.1763e-06,-6.7756e-05,0.00044184,0.0,-0.00013442,0.0,-3.771e-05,0.11361,-0.00037453,0.00010181,0.00033368,-1.0357e-05,-8.9482e-06,5.0718e-06,0.42185,0.00040421,-0.0005716,0.0001514,0.0,0.0,0.071581,-0.00012943,0.00017784,3.0629e-06,4.3644e-07,-0.0082645,5.3424e-06,3.7175e-05,1.1596e-05,0.0087402,1.944e-05,4.878e-05,7009.5,0.0,0.0,0.0091125,-0.0013076,0.0053484
1597,52.5,57.5,-164.0,-156.0,21.729,1.6464e-06,0.045325,0.24813,0.46127,0.15496,0.0056444,0.042172,151.99,0.441,0.11939,0.00017699,0.0,0.0,-4.8553e-05,0.0,0.0,-0.60005,-3.1504e-06,-6.4044e-05,0.00041674,0.0,-0.00012737,0.0,-3.5452e-05,0.10765,-0.00035162,9.7687e-05,0.00031511,-9.7317e-06,-8.551e-06,4.6598e-06,0.40119,0.00038119,-0.00054248,0.00014349,0.0,0.0,0.068222,-0.00012356,0.00016707,2.9667e-06,4.3535e-07,-0.007926,5.2286e-06,3.5683e-05,1.0917e-05,0.0083541,1.8195e-05,4.6222e-05,6664.9,0.0,0.0,0.0086363,-0.0012367,0.0050701
1598,52.5,57.5,-156.0,-148.0,21.687,1.6629e-06,0.063437,0.24028,0.44925,0.15861,0.004544,0.044718,259.64,0.43158,0.11682,0.00016514,0.0,0.0,-4.5026e-05,0.0,0.0,-0.55648,-2.931e-06,-5.8464e-05,0.0003861,0.0,-0.00011721,0.0,-3.2768e-05,0.10133,-0.00032762,8.8649e-05,0.00029225,-9.0235e-06,-7.8501e-06,4.3841e-06,0.37082,0.0003544,-0.00050044,0.0001323,0.0,0.0,0.062718,-0.00011401,0.00015461,2.6855e-06,3.7762e-07,-0.0072984,4.8144e-06,3.2551e-05,1.0039e-05,0.0075293,1.7053e-05,4.2713e-05,6185.4,0.0,0.0,0.0079916,-0.0011441,0.004693
1599,52.5,57.5,-148.0,-140.0,21.766,1.7014e-06,0.03798,0.28283,0.43445,0.17607,0.0020933,0.03412,308.57,0.48451,0.13127,0.00016815,0.0,0.0,-4.5868e-05,0.0,0.0,-0.57126,-3.6818e-06,-5.9488e-05,0.0003946,0.0,-0.00011861,0.0,-3.3272e-05,0.10452,-0.00034025,8.7603e-05,0.00029846,-9.4139e-06,-7.8136e-06,4.9489e-06,0.37934,0.00036413,-0.00050822,0.00013408,0.0,0.0,0.06469,-0.00011441,0.00015966,2.5999e-06,3.5286e-07,-0.0072283,4.9022e-06,3.2368e-05,9.7706e-06,0.0074426,1.8381e-05,4.2376e-05,6364.7,0.0,0.0,0.0082595,-0.0011699,0.0048146
1600,52.5,57.5,-140.0,-132.0,21.723,1.6872e-06,0.05555,0.31053,0.42331,0.14771,0.0021974,0.039069,375.36,0.4545,0.12308,0.00017049,0.0,0.0,-4.6347e-05,0.0,0.0,-0.57892,-4.1195e-06,-5.9781e-05,0.00039961,0.0,-0.00012037,0.0,-3.3655e-05,0.10526,-0.00034064,9.175e-05,0.00030222,-9.2513e-06,-7.9866e-06,4.7251e-06,0.38485,0.00036615,-0.0005184,0.00013575,0.0,0.0,0.065731,-0.00011565,0.00016061,2.6818e-06,3.6099e-07,-0.0074264,5.0123e-06,3.3115e-05,1.0119e-05,0.0077311,1.7996e-05,4.3529e-05,6444.3,0.0,0.0,0.0082803,-0.0011781,0.0048674
1601,52.5,57.5,-132.0,-124.0,21.713,1.7005e-06,0.027499,0.30306,0.43886,0.16565,0.0041492,0.040176,376.39,0.51178,0.13872,0.00018605,0.0,0.0,-5.0631e-05,0.0,0.0,-0.62963,-3.9194e-06,-6.8354e-05,0.00043718,0.0,-0.00013158,0.0,-3.6699e-05,0.11507,-0.00037548,9.8934e-05,0.00033103,-1.0595e-05,-8.6761e-06,5.1789e-06,0.41794,0.00040291,-0.00056415,0.0001488,0.0,0.0,0.071233,-0.00012722,0.00017728,2.9087e-06,3.8019e-07,-0.0080257,5.5619e-06,3.5848e-05,1.0951e-05,0.0083139,1.9908e-05,4.7527e-05,7014.1,0.0,0.0,0.0091181,-0.0012952,0.0053149
1602,52.5,57.5,-124.0,-116.0,21.702,1.6546e-06,0.041919,0.28262,0.43946,0.17949,5.8649e-05,0.043,307.86,0.87286,0.23729,0.00016754,0.0,0.0,-4.5707e-05,0.0,0.0,-0.56847,-1.5736e-06,-5.9237e-05,0.00039369,0.0,-0.00011935,0.0,-3.3373e-05,0.10298,-0.00033759,9.2773e-05,0.00029771,-8.9413e-06,-7.9546e-06,4.471e-06,0.37853,0.00036437,-0.00050946,0.00013455,0.0,0.0,0.064614,-0.00011673,0.0001563,2.7124e-06,3.8256e-07,-0.007373,4.8226e-06,3.2994e-05,1.0263e-05,0.0078679,1.7428e-05,4.3328e-05,6307.8,0.0,0.0,0.0082686,-0.0011895,0.004778
1603,52.5,57.5,-116.0,-108.0,21.706,1.5869e-06,0.070182,0.27258,0.42376,0.18102,0.0020223,0.041191,454.77,0.9759,0.26542,0.00017208,0.0,0.0,-4.747e-05,0.0,0.0,-0.58251,1.4787e-07,-5.8667e-05,0.00040359,0.0,-0.00012434,0.0,-3.4765e-05,0.10279,-0.00033849,0.00010351,0.00030394,-8.4203e-06,-8.4922e-06,4.3549e-06,0.3907,0.00037022,-0.00052885,0.0001397,0.0,0.0,0.067321,-0.00012289,0.00015609,3.0246e-06,4.8372e-07,-0.0078761,4.7878e-06,3.5634e-05,1.1073e-05,0.0087157,1.69e-05,4.4867e-05,6463.4,0.0,0.0,0.0084028,-0.001229,0.0048677
1604,52.5,57.5,-108.0,-100.0,21.767,1.5257e-06,0.072083,0.28729,0.40695,0.15919,0.0016476,0.048041,442.59,1.231,0.33507,0.00015912,0.0,0.0,-4.4148e-05,0.0,0.0,-0.53766,2.3902e-06,-5.6004e-05,0.00037743,0.0,-0.00011711,0.0,-3.3077e-05,0.092313,-0.0003136,0.00010643,0.00028293,-6.9259e-06,-8.1884e-06,3.7143e-06,0.36369,0.00034567,-0.00049932,0.00013068,0.0,0.0,0.062715,-0.00011644,0.0001419,3.0367e-06,5.2973e-07,-0.0075649,4.2805e-06,3.4731e-05,1.1107e-05,0.0086874,1.4836e-05,4.306e-05,5981.6,0.0,0.0,0.0078354,-0.0011692,0.0045336
1605,52.5,57.5,-100.0,-92.0,21.719,1.488e-06,0.06204,0.26828,0.43697,0.17371,0.0012699,0.045409,756.51,1.3518,0.36803,0.00015274,0.0,0.0,-4.2674e-05,0.0,0.0,-0.51933,3.8662e-06,-5.0731e-05,0.00036111,0.0,-0.00011282,0.0,-3.188e-05,0.088182,-0.00029768,0.00010473,0.00027061,-6.2894e-06,-8.0137e-06,3.549e-06,0.35223,0.00033029,-0.00048042,0.00012571,0.0,0.0,0.061224,-0.00011336,0.00013383,3.0293e-06,5.5791e-07,-0.007439,3.8774e-06,3.4077e-05,1.0831e-05,0.0086838,1.3827e-05,4.0975e-05,5777.9,0.0,0.0,0.0074974,-0.0011313,0.0043176
1606,52.5,57.5,-92.0,-84.0,21.804,1.4188e-06,0.042732,0.27731,0.42259,0.14756,0.0064606,0.06857,838.37,1.8857,0.5138,0.00016101,0.0,0.0,-4.5643e-05,0.0,0.0,-0.548,8.0955e-06,-5.5505e-05,0.00038205,0.0,-0.00012075,0.0,-3.4722e-05,0.090725,-0.00031426,0.00011842,0.00028547,-6.3218e-06,-8.9223e-06,3.0244e-06,0.37407,0.00035188,-0.00051739,0.00013421,0.0,0.0,0.065886,-0.0001229,0.00013996,3.5758e-06,7.0526e-07,-0.0083128,3.6815e-06,3.842e-05,1.2836e-05,0.010143,1.3281e-05,4.5983e-05,6108.2,0.0,0.0,0.008022,-0.0012383,0.004574
1607,52.5,57.5,-84.0,-76.0,21.85,1.2465e-06,0.11148,0.24056,0.42338,0.14039,0.0050564,0.069885,1096.4,2.8925,0.78866,0.00016987,0.0,0.0,-4.8736e-05,0.0,0.0,-0.57774,1.5589e-05,-5.1952e-05,0.00040073,0.0,-0.00012986,0.0,-3.8345e-05,0.090001,-0.0003193,0.00014504,0.00029842,-4.4943e-06,-1.0554e-05,2.1477e-06,0.40188,0.00037024,-0.00056205,0.00014305,0.0,0.0,0.071233,-0.00013796,0.00013476,4.803e-06,1.1591e-06,-0.0099052,2.634e-06,4.6585e-05,1.6116e-05,0.012806,1.0421e-05,5.1256e-05,6427.8,0.0,0.0,0.0085011,-0.0013781,0.0047935
1608,52.5,57.5,-76.0,-68.0,22.177,1.0106e-06,0.092446,0.20875,0.40271,0.167,0.019129,0.08754,1625.0,3.6653,0.99963,0.00018231,0.0,0.0,-5.2768e-05,0.0,0.0,-0.62356,3.0322e-05,-5.6177e-05,0.00043482,0.0,-0.00014497,0.0,-4.6322e-05,0.089995,-0.00032686,0.00019144,0.00031902,-1.2683e-06,-1.417e-05,6.4412e-08,0.44537,0.00040184,-0.00063608,0.00015711,0.0,0.0,0.078845,-0.00016377,0.00012297,8.2476e-06,2.3918e-06,-0.013596,-7.8258e-07,6.4919e-05,2.4529e-05,0.018545,3.1094e-06,6.2624e-05,7044.8,0.0,0.0,0.009295,-0.0015974,0.0052106
1609,52.5,57.5,-68.0,-60.0,22.205,9.7397e-07,0.063944,0.20132,0.43892,0.16029,0.020347,0.096507,2040.3,4.8998,1.3367,0.00017766,0.0,0.0,-5.1127e-05,0.0,0.0,-0.61023,3.3709e-05,-5.3497e-05,0.00042118,0.0,-0.00013999,0.0,-4.5498e-05,0.087389,-0.00032099,0.00019033,0.00031037,-5.8516e-07,-1.4262e-05,-3.5773e-07,0.43712,0.00039669,-0.00061949,0.00015167,0.0,0.0,0.077774,-0.00016137,0.00011551,8.5945e-06,2.5319e-06,-0.013863,-1.8422e-06,6.5175e-05,2.5155e-05,0.018898,1.38e-06,6.1794e-05,6939.8,0.0,0.0,0.0092796,-0.0016167,0.0050924
1610,52.5,57.5,-60.0,-52.0,22.125,9.424e-07,0.1067,0.20604,0.41884,0.16596,0.0091335,0.10712,2244.1,5.7195,1.5604,0.00018283,0.0,0.0,-5.2027e-05,0.0,0.0,-0.62967,3.6686e-05,-4.8668e-05,0.00042786,0.0,-0.0001416,0.0,-4.7072e-05,0.089113,-0.00032717,0.00019763,0.00031566,5.72e-07,-1.4807e-05,-6.2294e-07,0.45017,0.00040661,-0.00063034,0.00015295,0.0,0.0,0.08115,-0.00016558,0.00011033,9.1199e-06,2.7253e-06,-0.01434,-2.6131e-06,6.7496e-05,2.7077e-05,0.02049,-3.7693e-08,6.3215e-05,7111.8,0.0,0.0,0.0095703,-0.0016808,0.0051544
1611,52.5,57.5,-52.0,-44.0,22.41,8.6879e-07,0.082309,0.18631,0.41054,0.14186,0.015168,0.13152,2687.2,6.5308,1.7819,0.0001771,0.0,0.0,-5.0035e-05,0.0,0.0,-0.61628,4.2335e-05,-4.656e-05,0.00041332,0.0,-0.00013669,0.0,-4.7928e-05,0.08506,-0.00031418,0.00020385,0.00030504,1.6439e-06,-1.5822e-05,-1.7945e-06,0.44543,0.00040013,-0.00062708,0.00014751,0.0,0.0,0.080122,-0.00016484,9.9559e-05,1.0671e-05,3.2987e-06,-0.015717,-5.3455e-06,7.2901e-05,3.0626e-05,0.022416,-5.0125e-06,6.4843e-05,7072.2,0.0,0.0,0.0095302,-0.001715,0.0050828
1612,52.5,57.5,-44.0,-36.0,22.721,8.0869e-07,0.1127,0.13638,0.40341,0.15208,0.015406,0.12683,2906.7,7.1733,1.9573,0.00019147,0.0,0.0,-5.3327e-05,0.0,0.0,-0.67242,5.1351e-05,-4.63e-05,0.00044549,0.0,-0.00014753,0.0,-5.3742e-05,0.092285,-0.00033613,0.00022876,0.0003278,3.5246e-06,-1.8388e-05,-2.4673e-06,0.48909,0.00043811,-0.00068498,0.00015887,0.0,0.0,0.08756,-0.00018351,9.7297e-05,1.3495e-05,4.261e-06,-0.018774,-8.768e-06,8.5641e-05,3.6822e-05,0.026875,-9.8073e-06,7.1478e-05,7801.7,0.0,0.0,0.010537,-0.0019269,0.005574
1613,52.5,57.5,-36.0,-28.0,22.461,7.9983e-07,0.095793,0.17297,0.40766,0.16506,0.02009,0.12183,3083.4,7.8056,2.1299,0.00019163,0.0,0.0,-5.3104e-05,0.0,0.0,-0.66495,5.2822e-05,-4.633e-05,0.00044537,0.0,-0.00014653,0.0,-5.3869e-05,0.090925,-0.00033802,0.0002301,0.00032741,3.857e-06,-1.8373e-05,-2.5225e-06,0.48366,0.00043787,-0.00067884,0.00015704,0.0,0.0,0.08649,-0.00018172,9.461e-05,1.3588e-05,4.3552e-06,-0.018597,-8.975e-06,8.4822e-05,3.6811e-05,0.026356,-9.6384e-06,7.1036e-05,7674.6,0.0,0.0,0.010508,-0.0019235,0.005477
1614,52.5,57.5,-28.0,-20.0,22.491,7.9176e-07,0.080687,0.16489,0.38546,0.17811,0.023726,0.15052,3132.1,7.6178,2.0787,0.00019998,0.0,0.0,-5.5182e-05,0.0,0.0,-0.6953,5.5275e-05,-4.8372e-05,0.00046654,0.0,-0.00015367,0.0,-5.6887e-05,0.095143,-0.00034861,0.00024285,0.00034212,4.4122e-06,-1.944e-05,-3.1188e-06,0.50651,0.00045586,-0.00071224,0.0001646,0.0,0.0,0.089979,-0.00019047,9.6442e-05,1.4599e-05,4.6404e-06,-0.019863,-9.8027e-06,8.9912e-05,4.0022e-05,0.028048,-1.1817e-05,7.5369e-05,8029.8,0.0,0.0,0.010912,-0.0019991,0.0057241
1615,52.5,57.5,-20.0,-12.0,22.504,7.929e-07,0.11466,0.19828,0.36256,0.16517,0.016497,0.13537,2678.0,7.0555,1.9252,0.0002097,0.0,0.0,-5.8152e-05,0.0,0.0,-0.72512,5.7955e-05,-5.3351e-05,0.00049288,0.0,-0.00016298,0.0,-6.0058e-05,0.099625,-0.00036599,0.0002551,0.00036002,4.1072e-06,-2.0508e-05,-3.1296e-06,0.52901,0.00047878,-0.00075171,0.00017467,0.0,0.0,0.093121,-0.00020188,0.0001039,1.5382e-05,4.8857e-06,-0.020816,-1.0002e-05,9.5266e-05,4.1801e-05,0.029035,-1.1966e-05,7.9346e-05,8348.0,0.0,0.0,0.011401,-0.0020856,0.0060294
1616,52.5,57.5,-12.0,-4.0,22.266,8.7096e-07,0.11857,0.23188,0.37646,0.13975,0.014769,0.12329,2329.9,6.0642,1.6545,0.00019367,0.0,0.0,-5.4869e-05,0.0,0.0,-0.66553,4.5248e-05,-5.2171e-05,0.00045453,0.0,-0.00015087,0.0,-5.2438e-05,0.09242,-0.00034204,0.00022083,0.00033375,1.5663e-06,-1.717e-05,-1.8978e-06,0.48077,0.00043484,-0.00068389,0.00016254,0.0,0.0,0.085588,-0.00018,0.00011033,1.159e-05,3.5863e-06,-0.016878,-5.3521e-06,7.9193e-05,3.3143e-05,0.023889,-4.8846e-06,7.0844e-05,7571.2,0.0,0.0,0.010264,-0.0018378,0.0055003
1617,52.5,57.5,-4.0,4.0,22.326,9.101e-07,0.10555,0.20437,0.39551,0.14271,0.013915,0.11957,2122.8,5.2856,1.442,0.00018495,0.0,0.0,-5.2935e-05,0.0,0.0,-0.63789,3.8995e-05,-5.1172e-05,0.00043612,0.0,-0.00014526,0.0,-4.9343e-05,0.08951,-0.00032637,0.00020554,0.00032024,5.2712e-07,-1.5802e-05,-1.2786e-06,0.45986,0.00041219,-0.00065376,0.00015698,0.0,0.0,0.081665,-0.00017069,0.00011218,1.0212e-05,3.091e-06,-0.015511,-3.7356e-06,7.2999e-05,2.9804e-05,0.021743,-2.4411e-06,6.6922e-05,7262.7,0.0,0.0,0.0096924,-0.0017158,0.0053061
1618,52.5,57.5,4.0,12.0,22.498,9.0918e-07,0.094942,0.22225,0.39797,0.12542,0.010515,0.11675,1985.6,4.6748,1.2752,0.00021101,0.0,0.0,-6.059e-05,0.0,0.0,-0.73357,4.4434e-05,-6.1922e-05,0.00050227,0.0,-0.0001677,0.0,-5.7164e-05,0.10273,-0.00037458,0.00023683,0.00036761,5.9677e-07,-1.8274e-05,-1.7171e-06,0.52858,0.00047349,-0.0007551,0.00018102,0.0,0.0,0.094411,-0.0001961,0.00013004,1.1893e-05,3.6184e-06,-0.017867,-4.2618e-06,8.5087e-05,3.4863e-05,0.025568,-3.2949e-06,7.8348e-05,8361.4,0.0,0.0,0.011068,-0.0019624,0.0061378
1619,52.5,57.5,12.0,20.0,22.458,9.5726e-07,0.1148,0.16347,0.39591,0.1408,0.018224,0.11539,1730.3,4.3454,1.1853,0.00021133,0.0,0.0,-6.1276e-05,0.0,0.0,-0.73061,4.1055e-05,-6.371e-05,0.00050108,0.0,-0.0001682,0.0,-5.5489e-05,0.10364,-0.0003762,0.00022888,0.00036852,-1.0282e-06,-1.7496e-05,-1.345e-06,0.52558,0.00047237,-0.00075457,0.00018263,0.0,0.0,0.093102,-0.00019599,0.00013917,1.0804e-05,3.2258e-06,-0.017087,-2.8085e-06,8.1252e-05,3.2141e-05,0.0237,-8.0655e-07,7.745e-05,8347.2,0.0,0.0,0.011117,-0.0019443,0.0061565
1620,52.5,57.5,20.0,28.0,22.434,9.6733e-07,0.10142,0.21239,0.38372,0.13309,0.014031,0.11503,1668.6,3.9132,1.0673,0.00017988,0.0,0.0,-5.2162e-05,0.0,0.0,-0.61881,3.3766e-05,-5.7473e-05,0.00043065,0.0,-0.00014415,0.0,-4.7486e-05,0.088339,-0.00032211,0.00019484,0.00031566,-8.9769e-07,-1.4799e-05,-1.0725e-06,0.44503,0.00040145,-0.00064173,0.00015617,0.0,0.0,0.078153,-0.00016513,0.00011962,9.055e-06,2.6817e-06,-0.014364,-1.906e-06,6.8703e-05,2.7328e-05,0.01981,-5.7267e-08,6.6162e-05,7071.7,0.0,0.0,0.00935,-0.001627,0.0052442
1621,52.5,57.5,28.0,36.0,22.456,1.0112e-06,0.11563,0.18941,0.38718,0.15358,0.010004,0.10777,1435.9,3.4195,0.93251,0.00017892,0.0,0.0,-5.1938e-05,0.0,0.0,-0.61743,3.0087e-05,-5.716e-05,0.00042987,0.0,-0.00014409,0.0,-4.6102e-05,0.088755,-0.00032302,0.00019167,0.00031508,-1.1582e-06,-1.4076e-05,-4.1107e-07,0.44207,0.00039928,-0.00063655,0.00015641,0.0,0.0,0.078066,-0.00016375,0.00012243,8.2046e-06,2.3512e-06,-0.013609,-7.0716e-07,6.518e-05,2.5213e-05,0.01881,1.9376e-06,6.3817e-05,7034.7,0.0,0.0,0.009288,-0.0015986,0.0052411
1622,52.5,57.5,36.0,44.0,22.041,1.1006e-06,0.08585,0.20658,0.43225,0.16393,0.0075466,0.097061,1521.8,3.4047,0.92848,0.00018427,0.0,0.0,-5.3322e-05,0.0,0.0,-0.62806,2.4689e-05,-5.8929e-05,0.00043735,0.0,-0.00014445,0.0,-4.459e-05,0.092803,-0.00033459,0.00017984,0.00032317,-2.6204e-06,-1.3069e-05,7.663e-07,0.4436,0.00040298,-0.00062812,0.00015759,0.0,0.0,0.078968,-0.0001592,0.00013292,6.8588e-06,1.867e-06,-0.012301,9.5858e-07,5.901e-05,2.1907e-05,0.016864,6.1007e-06,6.0836e-05,7057.8,0.0,0.0,0.0092757,-0.0015596,0.0052443
1623,52.5,57.5,44.0,52.0,21.763,1.2739e-06,0.087095,0.28402,0.42062,0.13613,0.0037583,0.074512,1104.8,2.3625,0.64396,0.00017694,0.0,0.0,-5.0609e-05,0.0,0.0,-0.60115,1.4325e-05,-5.6869e-05,0.00042014,0.0,-0.00013543,0.0,-3.9809e-05,0.09412,-0.00033358,0.00014836,0.00031222,-4.7177e-06,-1.0754e-05,2.3224e-06,0.41635,0.00038337,-0.00058091,0.00014878,0.0,0.0,0.074007,-0.00014059,0.00014139,4.7998e-06,1.1205e-06,-0.010007,3.131e-06,4.7209e-05,1.6481e-05,0.013002,1.1403e-05,5.3225e-05,6680.9,0.0,0.0,0.0087124,-0.0013945,0.0049698
1624,52.5,57.5,52.0,60.0,21.757,1.3278e-06,0.086355,0.2639,0.42553,0.13309,0.0060715,0.072293,891.51,1.6528,0.45022,0.00018419,0.0,0.0,-5.2876e-05,0.0,0.0,-0.6227,1.1554e-05,-6.1862e-05,0.00043793,0.0,-0.00014093,0.0,-4.1082e-05,0.099162,-0.00034628,0.00014543,0.00032543,-6.06e-06,-1.0831e-05,2.6847e-06,0.42968,0.00039578,-0.00060157,0.00015531,0.0,0.0,0.075789,-0.00014403,0.00015383,4.6459e-06,1.0383e-06,-0.01003,3.6832e-06,4.7332e-05,1.6306e-05,0.012651,1.2932e-05,5.5148e-05,6917.5,0.0,0.0,0.0089611,-0.0014105,0.0051867
1625,52.5,57.5,60.0,68.0,21.751,1.4036e-06,0.06852,0.29797,0.41774,0.13165,0.005034,0.059692,668.37,1.4105,0.38407,0.00017692,0.0,0.0,-5.0241e-05,0.0,0.0,-0.59771,8.2616e-06,-6.154e-05,0.00042229,0.0,-0.00013386,0.0,-3.8355e-05,0.097391,-0.0003414,0.00013477,0.00031478,-6.7361e-06,-9.9066e-06,3.3862e-06,0.41021,0.0003836,-0.00057303,0.00014829,0.0,0.0,0.071569,-0.0001348,0.00015308,4.0069e-06,8.1374e-07,-0.009155,4.0413e-06,4.282e-05,1.4131e-05,0.011122,1.4315e-05,5.0276e-05,6638.4,0.0,0.0,0.0086466,-0.0013371,0.0050168
